comment,language,sentiment
"the bike rack doesn’t hold my gear securely, and I feel like it could break easily under load.",English,negative
"the saddle slips out of position frequently, even though it’s been tightened.",English,negative
"the pedal system is too tight and difficult to adjust, leading to discomfort while riding.",English,negative
"the brakes are too sensitive, and even a light touch makes them grab too hard, which is dangerous.",English,negative
"the chain keeps coming off when I shift gears, and it’s extremely annoying during rides.",English,negative
"the bike lock is too short to secure the bike properly, it’s not practical.",English,negative
"the tires wear down quickly, and the bike feels unstable on rough paths.",English,negative
"the gear shifters get stuck frequently, which makes cycling more difficult and less enjoyable.",English,negative
"the pedals make a strange squeaking noise after only a few uses, which is very irritating.",English,negative
"the bike lock is not secure enough to prevent theft, and I’m worried about leaving my bike unattended.",English,negative
"the saddle is hard and doesn’t provide enough padding, making rides uncomfortable.",English,negative
the brake pads are not compatible with the bike’s system and don’t provide enough stopping power.,English,negative
"the bike feels unstable at higher speeds, especially when going downhill.",English,negative
"the bike’s tires are so thin that I’ve had several flats already, making it unreliable.",English,negative
"the pedals are too stiff, making them hard to adjust and uncomfortable to use for long periods.",English,negative
"the bike lock doesn’t fit well and is difficult to use, which makes me feel unsafe leaving my bike outside.",English,negative
"the bike’s suspension doesn’t smooth out the ride on rocky terrain, it feels very uncomfortable.",English,negative
"the chain keeps slipping off the gears, which interrupts my ride and makes me lose momentum.",English,negative
"the brakes need constant maintenance, and they still fail to work properly when needed.",English,negative
"the saddle is too small and uncomfortable for long rides, I get sore after a short time.",English,negative
"the pedal threads don’t fit properly, making it hard to install and secure them to the bike.",English,negative
"the gear system is too complicated and difficult to adjust, it’s more hassle than it’s worth.",English,negative
"the rear derailleur keeps skipping gears, making shifting unreliable.",English,negative
"the shifters are very unresponsive and often miss shifts, causing delays.",English,negative
the cranks are cheaply made and creak loudly with every pedal stroke.,English,negative
"the cogs are poorly aligned and don’t mesh properly, causing frequent skips.",English,negative
the rims are too weak and bent out of shape after just a few rides.,English,negative
the wire for the brakes is too thin and snaps under minimal pressure.,English,negative
the brake hose keeps getting clogged and doesn’t allow fluid to flow properly.,English,negative
"the brakes don’t engage smoothly, leading to jerky stops and lack of control.",English,negative
the suspension fork is too stiff and doesn’t absorb any shocks.,English,negative
"the handlebar grips are too slippery, even with gloves, making it hard to control the bike.",English,negative
the dropbar is uncomfortable and doesn’t provide enough hand positions for long rides.,English,negative
"the hub is poorly built, making it difficult to maintain and causing uneven wheel rotation.",English,negative
"the rear derailleur keeps getting stuck, causing the chain to drop off frequently.",English,negative
the shifters feel cheap and don’t work as smoothly as expected.,English,negative
"the cranks are loose and wobble too much, even after tightening them multiple times.",English,negative
"the cogs are flimsy and wear down quickly, reducing performance.",English,negative
"the rims are not true, causing the wheel to wobble and affect riding stability.",English,negative
"the brake wire is hard to adjust, and I can never seem to get the right tension.",English,negative
"the brake hose is too short and limits the range of motion, making it unsafe to ride.",English,negative
"the brakes have a weak response, and it takes too long to come to a complete stop.",English,negative
"the suspension is too soft, and it bottoms out on even the smallest bumps.",English,negative
"the handlebar is too wide, making it difficult to navigate tight spaces.",English,negative
the dropbar feels awkward and doesn’t offer enough comfort for my wrists on long rides.,English,negative
"the hub makes a grinding noise, which is annoying and makes the bike feel cheap.",English,negative
"the rear derailleur broke after just a few rides, which is very disappointing.",English,negative
"the shifters are too sensitive, and I often shift into the wrong gear by accident.",English,negative
"the cranks don’t stay in place and keep loosening up, making pedaling unstable.",English,negative
"the cogs slip constantly, making the bike unreliable for uphill rides.",English,negative
"the rims are poorly constructed and dent easily, making the bike unsafe to ride.",English,negative
"the brake wire frays after only a few months, which compromises braking performance.",English,negative
"the brake hose is brittle and cracks easily, causing leakage and reduced braking power.",English,negative
"the brakes are inconsistent and don’t work well in wet conditions, making riding dangerous.",English,negative
"the suspension fork doesn’t handle rough terrain well, causing an uncomfortable ride.",English,negative
the handlebar grips are uncomfortable and leave my hands numb during long rides.,English,negative
"the dropbar is too narrow, making it hard to get a stable grip during fast descents.",English,negative
"the hubs don’t spin freely, and the wheels drag even on smooth surfaces, slowing me down.",English,negative
"the rear derailleur won’t stay aligned, causing poor shifting and dropped chains.",English,negative
"the shifters feel stiff and hard to move, making it difficult to change gears.",English,negative
"the cranks don’t align properly with the pedals, causing strain on my legs during rides.",English,negative
"the cogs wear down too fast, causing skipping even after minimal use.",English,negative
"the rims are too narrow, making it hard to fit wider tires for added stability.",English,negative
"the brake wire is poorly coated and wears down quickly, causing friction and reduced braking power.",English,negative
"the brake hose kinks too easily, leading to inconsistent braking performance.",English,negative
the brakes feel soft and require excessive force to stop the bike.,English,negative
"the suspension fork is too bouncy, offering little control over rough terrain.",English,negative
"the handlebar is too low for my riding style, causing back pain during long rides.",English,negative
"the dropbar is too wide for my hands, making it uncomfortable to grip during long rides.",English,negative
"the hubs are difficult to maintain, and they keep developing issues after just a few months.",English,negative
"the rear derailleur constantly misaligns, resulting in poor gear transitions.",English,negative
the shifters are difficult to adjust and often skip gears during rides.,English,negative
"the cranks feel stiff and hard to pedal, which affects overall performance.",English,negative
"the cogs make a clicking sound when pedaling, which is distracting and annoying.",English,negative
the rims are warped and cause the tires to rub against the brake pads.,English,negative
"the brake wire is too short, making it difficult to adjust the brake tension.",English,negative
"the brake hose is not compatible with my bike, causing issues with installation.",English,negative
"the brakes squeak constantly, even after trying to clean and adjust them.",English,negative
the suspension is too soft and bottomed out after just a few rides on rough trails.,English,negative
"the handlebar is too stiff, making it uncomfortable to ride for long periods.",English,negative
"the dropbar doesn’t have enough grip options, making it uncomfortable on extended rides.",English,negative
"the hub is too loose, which affects the wheel’s performance and leads to wobbling.",English,negative
"the rear derailleur broke off after a minor fall, which is very disappointing.",English,negative
"the shifters don’t return to their original position after changing gears, causing slipping.",English,negative
"the cranks creak loudly with every pedal stroke, making it annoying to ride.",English,negative
"the cogs are not compatible with my gear system, causing poor shifting and poor performance.",English,negative
the rims are too flimsy and easily get bent out of shape during rides.,English,negative
"the brake wire keeps getting stuck inside the housing, making braking inconsistent.",English,negative
"the brake hose has too much slack, causing delays in braking response.",English,negative
"the brakes are too harsh and make the bike stop abruptly, causing jerks during rides.",English,negative
"the suspension doesn’t provide any real shock absorption, making it very uncomfortable.",English,negative
"the handlebar feels too wide for my hands, making it hard to control during sharp turns.",English,negative
the dropbar doesn’t offer enough comfort for long-distance rides and causes wrist pain.,English,negative
"the hubs are defective, and they produce a loud buzzing noise even when the bike is at rest.",English,negative
"the rear derailleur keeps dropping the chain, which disrupts my ride and is very frustrating.",English,negative
"the shifters are too stiff, making it difficult to shift gears smoothly.",English,negative
"the cranks don’t fit properly on the bike, causing them to wobble and make pedaling difficult.",English,negative
"the cogs don’t align properly with the chain, causing frequent chain drops.",English,negative
"the rims dent easily, and they don’t hold up to rough riding conditions.",English,negative
the brake wire is frayed and shows signs of wear after only a few weeks of use.,English,negative
the brake hose is too stiff and hard to work with during installation.,English,negative
"the brakes don’t provide enough stopping power, even when applied fully.",English,negative
"the suspension fork is too soft, and it doesn't provide enough support for downhill riding.",English,negative
"the handlebar grips are too hard, causing hand numbness after long rides.",English,negative
the dropbar feels awkward on my bike and is uncomfortable for my riding style.,English,negative
"the hubs are cheaply made and fail to maintain smooth rotation, making the bike feel sluggish.",English,negative
"the rear derailleur constantly gets misaligned, which causes the chain to slip and derail, making rides more stressful and unsafe.",English,negative
"the shifters are overly sensitive and often skip over gears, which makes it difficult to find the right one, especially on inclines.",English,negative
"the cranks feel too stiff and have a lot of resistance when pedaling, making the ride less enjoyable and tiresome after just a few miles.",English,negative
"the cogs do not mesh properly with the chain, which causes them to skip randomly and makes it almost impossible to ride on certain terrains.",English,negative
"the rims started to wobble after just a couple of rough rides, and now the bike feels unstable, especially when riding at higher speeds.",English,negative
"the brake wire is made from cheap material and snapped while I was riding, leaving me without brakes and in a potentially dangerous situation.",English,negative
"the brake hose kinks easily and causes a blockage, leading to inconsistent brake performance, which is extremely concerning for safety.",English,negative
"the brakes make a loud squealing noise and don’t engage properly, even after several adjustments, and I can’t rely on them for quick stops.",English,negative
"the suspension is too soft, which means it doesn’t absorb shocks properly, leaving me with a very bumpy and uncomfortable ride on rough trails.",English,negative
"the handlebar grips are very slippery, even with gloves on, which makes it hard to maintain a firm grip, especially on long rides or rough terrain.",English,negative
the dropbar is too narrow for my riding style and creates an awkward position that causes wrist and shoulder pain after just a short ride.,English,negative
"the hub is poorly constructed, causing it to make grinding noises and feel rough when riding, which negatively affects the overall smoothness of the bike.",English,negative
"the rear derailleur constantly drops the chain and doesn’t hold the gears in place, making shifting a nightmare and ruining my overall riding experience.",English,negative
"the shifters are incredibly stiff, and it feels like I’m putting too much effort into every gear change, which takes away from the overall ride quality.",English,negative
"the cranks have a lot of play and creak loudly with every pedal stroke, which makes it difficult to maintain a smooth cadence during long rides.",English,negative
"the cogs don’t stay in proper alignment, and the chain often skips, causing unnecessary disruptions in my ride, especially when riding at high speeds.",English,negative
"the rims are poorly built, and after a few weeks of use, they started to warp and dent, which caused the wheel to wobble and made my ride feel unsafe.",English,negative
"the brake wire is flimsy and started to fray after only a few uses, compromising my ability to stop quickly and safely while riding.",English,negative
"the brake hose is too stiff and doesn’t bend well, which makes it hard to position properly and affects the overall performance of the brakes.",English,negative
"the brakes do not have enough stopping power, especially when riding downhill, and it takes much longer to come to a full stop, which is very dangerous.",English,negative
"the suspension fork is too soft and bottoms out during rough rides, offering no protection from impacts and leaving me sore after every trail ride.",English,negative
"the handlebar is too wide for my frame, which makes it difficult to maneuver the bike in tight spaces, especially on technical trails.",English,negative
"the dropbar is very uncomfortable for longer rides, and it doesn’t provide enough hand positions, which causes discomfort in my wrists and arms.",English,negative
"the hubs started to make a grinding noise after only a few rides, and now the bike doesn’t feel as smooth or as fast as it did when I first bought it.",English,negative
"the rear derailleur shifts too slowly, making it difficult to change gears on the fly, which is a major inconvenience on challenging rides.",English,negative
"the shifters don’t engage smoothly and often miss gears, making it difficult to adjust on the go and affecting my speed during climbs.",English,negative
"the cranks wobble even after tightening them repeatedly, and this instability is annoying and makes pedaling feel inefficient.",English,negative
"the cogs wear out much too quickly, and I find myself replacing them after only a few months of riding, which is very frustrating and costly.",English,negative
"the rims have a poor build quality, and after just a few rough trails, they started to develop cracks, which severely affected the ride quality.",English,negative
"the brake wire doesn’t adjust easily and causes inconsistent braking, making it difficult to stop with confidence, especially on steep descents.",English,negative
"the brake hose has weak connections and leaks after minimal use, which is a huge safety issue that makes me hesitant to rely on the bike for long rides.",English,negative
"the brakes are ineffective in wet conditions, and they barely provide enough stopping power when riding in the rain, which is incredibly dangerous.",English,negative
"the suspension fork does not handle small bumps well, and it causes the front of the bike to jolt rather than absorb shocks, making my ride much less comfortable.",English,negative
"the handlebar grips are too thin and hard, and after riding for a while, they cause my hands to cramp up, making it difficult to ride for longer distances.",English,negative
"the dropbar doesn’t give me enough options to change hand positions, and my hands start to ache after long periods of riding.",English,negative
"the hub is misaligned and creates a noticeable wobble in the wheels, which affects the overall smoothness of my ride and causes unnecessary drag.",English,negative
"the rear derailleur doesn’t shift consistently, and it often gets stuck between gears, which interrupts my ride and makes cycling less enjoyable.",English,negative
"the shifters are very clunky and don’t provide smooth transitions between gears, which is frustrating during fast rides or steep climbs.",English,negative
"the cranks squeak constantly, and no matter how much oil I apply, they continue to make annoying noises with every pedal stroke.",English,negative
"the cogs are poorly made and start to rust after a few rainy rides, which makes the bike feel unclean and affects performance.",English,negative
"the rims are too fragile and dent easily, which leads to issues with wheel alignment, making the bike unsafe to ride.",English,negative
"the brake wire frayed and snapped after just a couple of weeks, leaving me with no brakes at a very inopportune moment.",English,negative
"the brake hose kinks constantly, making it hard to adjust and slowing down the responsiveness of the brakes, especially on tight turns.",English,negative
"the brakes are so soft that I need to apply excessive force to stop, which makes riding on steep hills dangerous and tiring.",English,negative
"the suspension fork doesn’t give enough support, and it’s too bouncy, making every ride on uneven terrain feel more like a rough rollercoaster.",English,negative
"the handlebar is too low, which forces me into an uncomfortable riding position that hurts my back during long rides.",English,negative
"the dropbar is too wide for my frame, and it creates an awkward ride that leaves me sore after every ride.",English,negative
"the hubs make a grinding noise when coasting, which is very distracting and makes me feel like the bike is falling apart.",English,negative
"the rear derailleur does not stay aligned, causing the chain to fall off repeatedly, which interrupts the ride and makes me worry about safety.",English,negative
"the shifters have poor precision and don’t provide accurate gear changes, which means I can’t rely on them to shift when I need to.",English,negative
"the cranks started to feel loose after just a few months, and no matter how much I tighten them, they continue to wobble, which is unsettling.",English,negative
"the cogs make a strange grinding noise when shifting, and they feel like they don’t fit the bike properly, which ruins the ride quality.",English,negative
"the rims are very prone to bending and getting damaged, which makes the bike feel unstable, especially when riding on uneven surfaces.",English,negative
"the brake wire keeps catching on things because it’s too long, and I can’t seem to adjust it properly to prevent it from dragging.",English,negative
"the brake hose has poor quality and shows signs of wear after only a few weeks, which makes me question its long-term durability.",English,negative
"the brakes are too weak and don’t offer enough stopping power, which is dangerous when riding at higher speeds or on steep descents.",English,negative
"the suspension fork feels too rigid and doesn’t cushion bumps properly, which makes riding over rough trails painful and uncomfortable.",English,negative
"the handlebar is too wide and not ergonomically shaped, which makes it hard to control the bike, especially on tight turns or fast descents.",English,negative
"the dropbar is not suitable for my riding style, and it puts too much pressure on my wrists, making it uncomfortable to ride for extended periods.",English,negative
"the hubs are poorly designed, and after just a few rides, they started to cause friction and make the wheels drag, which slows me down.",English,negative
"the rear derailleur doesn’t shift smoothly, causing frequent chain drops and frustrating rides.",English,negative
"the shifters often don’t respond when I try to change gears, making it difficult to ride efficiently.",English,negative
"the cranks wobble even after tightening them several times, making pedaling feel unstable.",English,negative
"the cogs wear out too quickly, causing slipping and poor shifting performance.",English,negative
"the rims are too thin and easily dent when riding over rough terrain, compromising safety.",English,negative
"the brake wire is made of subpar material and snapped after a short time, rendering the brakes useless.",English,negative
"the brake hose doesn’t fit well, and it kinks easily, leading to brake failure.",English,negative
"the brakes are unresponsive, and I have to apply too much force to get them to work properly.",English,negative
"the suspension fork feels too stiff and doesn’t absorb shock well, making the ride uncomfortable on rough trails.",English,negative
"the handlebar grips are too hard, making my hands numb during long rides and causing discomfort.",English,negative
"the dropbar puts too much strain on my wrists and arms, especially on longer rides.",English,negative
"the hub is misaligned, which makes the wheel wobble and affects the smoothness of the ride.",English,negative
"the rear derailleur constantly shifts poorly and doesn’t align with the cogs, causing erratic chain behavior.",English,negative
"the shifters feel sticky and require excessive effort to move, which makes gear changes slow and cumbersome.",English,negative
"the cranks have excessive play, causing noise and making pedaling less efficient.",English,negative
"the cogs cause the chain to skip constantly, even when I adjust the tension, making it unsafe to ride.",English,negative
"the rims are easily warped by even minor impacts, making them unreliable and unsafe on uneven roads.",English,negative
"the brake wire is too short to fit properly, which makes brake adjustments difficult and unreliable.",English,negative
"the brake hose is too rigid, and no matter how much I try to adjust it, it affects braking performance.",English,negative
"the brakes have no feel and are ineffective even after multiple adjustments, making stopping unreliable.",English,negative
"the suspension fork doesn’t offer enough travel, causing the bike to feel rigid and uncomfortable on rough trails.",English,negative
"the handlebar grips are slippery and don’t provide enough traction, making it hard to keep control of the bike.",English,negative
"the dropbar causes unnecessary wrist strain, and I can’t find a comfortable position for long rides.",English,negative
"the hubs are poorly made and started making a grinding noise within just a few rides, slowing down my ride.",English,negative
"the rear derailleur often makes a grinding noise when shifting, and the chain sometimes drops off entirely.",English,negative
"the shifters are unreliable and often fail to shift properly, causing frustration during long rides.",English,negative
"the cranks creak badly, and no matter how much I lubricate them, they still make noise, making the ride unpleasant.",English,negative
"the cogs feel cheap and bend easily, causing them to fail after just a few months of use.",English,negative
"the rims are too soft and get scratched or bent easily, which affects the ride quality and the overall durability.",English,negative
"the brake wire is cheap and started to fray within weeks, making the brakes feel unreliable.",English,negative
"the brake hose keeps leaking fluid, which affects braking efficiency and makes the bike unsafe to ride.",English,negative
"the brakes feel spongy, and even after replacing the brake pads, the stopping power is still insufficient.",English,negative
"the suspension doesn’t absorb bumps well, and my ride feels harsh and uncomfortable, even on relatively smooth paths.",English,negative
the handlebar grips are uncomfortable and don’t offer enough support for my hands during longer rides.,English,negative
"the dropbar is too narrow, making it difficult to control the bike, especially on descents.",English,negative
"the hubs feel loose, and the wheel wobbles, making the bike feel unstable and unsafe to ride.",English,negative
"the rear derailleur doesn’t shift consistently and often leaves me with a stuck gear, ruining the ride experience.",English,negative
"the shifters are stiff, and it takes extra force to change gears, slowing down my riding pace.",English,negative
"the cranks are poorly built and start to feel loose after just a few rides, making the bike uncomfortable to ride.",English,negative
"the cogs are not compatible with my bike, and the poor shifting results in the chain slipping frequently, which is dangerous.",English,negative
"the rims dent easily and lose their shape over time, compromising the integrity of the bike.",English,negative
"the brake wire is hard to adjust, and no matter how much I try, I can never get the right brake tension.",English,negative
"the brake hose is too short, and it restricts brake performance, making it difficult to stop quickly when needed.",English,negative
"the brakes squeak constantly, no matter how much I clean or adjust them, which is distracting and unpleasant.",English,negative
"the suspension fork does not provide the comfort needed for trail riding, and I feel every bump, which is exhausting.",English,negative
"the handlebar grips are too small, and my hands feel cramped during longer rides, which causes pain and discomfort.",English,negative
"the dropbar feels awkward and uncomfortable, and I can’t find a comfortable grip position, no matter how I adjust it.",English,negative
"the hubs are noisy and make a grinding sound when coasting, which detracts from the overall smoothness of the ride.",English,negative
"the rear derailleur doesn’t hold its adjustment, and I constantly have to re-adjust it, which is very inconvenient.",English,negative
"the shifters are cheap and feel flimsy, and they don’t work well under pressure, often missing shifts or skipping gears.",English,negative
"the cranks don’t rotate smoothly and create resistance while pedaling, which makes long rides difficult and tiring.",English,negative
"the cogs are poorly manufactured, and I’ve noticed they are starting to wear down after only a few months of use.",English,negative
"the rims are poorly welded, and the wheel quickly lost its true, making it difficult to ride in a straight line.",English,negative
"the brake wire gets tangled and doesn’t slide through the housing properly, making braking inconsistent and unreliable.",English,negative
"the brake hose is poorly made, and I’ve already had to replace it once due to leakage, which is a huge inconvenience.",English,negative
"the brakes don’t work as expected and lack the responsiveness needed to stop in a hurry, especially on fast rides.",English,negative
"the suspension fork is too soft and bottoms out under normal riding conditions, offering no shock absorption at all.",English,negative
"the handlebar grips are slippery and don’t offer enough traction, which is dangerous when riding in wet conditions.",English,negative
"the dropbar doesn’t give me a comfortable riding position, and it causes back pain on longer rides.",English,negative
"the hub failed after just a few weeks of use, making it impossible to ride smoothly, and now I need to replace it.",English,negative
"the rear derailleur gets stuck often and doesn’t shift properly, making it a hassle to ride and forcing me to stop and adjust frequently.",English,negative
"the shifters are hard to use and often get stuck in gear, making it impossible to change to the right one while riding.",English,negative
"the cranks constantly creak, which is frustrating and makes it sound like the bike is falling apart, even though I’ve tightened everything.",English,negative
"the cogs don’t fit together properly and cause the chain to slip every time I shift, which is annoying and unsafe.",English,negative
"the rims are too narrow and don’t support wider tires, which limits my options and makes the bike feel less stable.",English,negative
"the brake wire snapped unexpectedly while riding, which was dangerous, and I had to stop and fix it before I could continue.",English,negative
"the brake hose doesn’t fit securely, and it keeps coming loose, causing the brakes to fail at the worst possible times.",English,negative
"the brakes take too long to respond, and I often find myself struggling to slow down in time when riding fast.",English,negative
"the suspension fork feels rigid and doesn’t offer enough cushioning for my style of riding, making the bike feel uncomfortable on trails.",English,negative
"the handlebar grips are uncomfortable, and I’ve had to replace them twice because they wear down so quickly.",English,negative
"the dropbar is too wide, and it’s difficult to maneuver the bike in tight spaces or on twisty paths.",English,negative
"the hubs are poorly designed, and they drag, slowing down my overall speed and making riding a hassle.",English,negative
"the rear derailleur gets stuck in the highest gear, which makes it impossible to change gears and forces me to stop mid-ride.",English,negative
"the shifters get stuck often, making it difficult to change gears, especially when I’m on an incline or need to make quick shifts.",English,negative
"the cranks make strange noises when I pedal, and the bike feels less responsive as a result, making long rides exhausting.",English,negative
"the cogs constantly slip, even after multiple adjustments, which makes the bike feel unreliable and unsafe.",English,negative
"the rims are weak and get damaged easily, which affects the smoothness of the ride and reduces the bike's overall durability.",English,negative
"the brake wire is frayed and weak, and I feel like the bike’s braking system is about to fail at any moment.",English,negative
"obrang bagal dumating nung order ko, parang wala pang one week na inaantay ko!",Filipino,negative
"hindi ko na alam kung nasaan yung package ko, wala pang update kahit ilang araw na!",Filipino,negative
"sobrang delay ng delivery, hindi ko na alam kung kailan dadating yung item ko!",Filipino,negative
"nasira yung package ko dahil sa maling pag-handle ng delivery, sobrang disappointing!",Filipino,negative
"hindi ko na-receive yung order ko on time, ang tagal pa bago dumating, kaya nagkagulo!",Filipino,negative
"iba yung nakuha kong item, hindi pa pareho sa order ko! super disorganized!",Filipino,negative
"hindi man lang ako tinawagan ng delivery guy, dumating na lang bigla!",Filipino,negative
"ang taas pa ng shipping fee tapos ang bagal dumating, ang sakit sa ulo!",Filipino,negative
"delivery was late, tapos sobrang hirap pa i-contact yung courier, wala akong updates!",Filipino,negative
"sobrang palpak ng tracking, hindi ko makita kung nasaan yung item ko!",Filipino,negative
"hindi maayos yung packaging, parang walang effort na inalagaan yung item ko sa delivery!",Filipino,negative
"ang tagal dumating nung package ko, parang walang urgency sa delivery!",Filipino,negative
"hindi ko na alam kung saan na yung parcel ko, hindi ko pa rin nakikita after a week!",Filipino,negative
"napaka-bagal ng delivery, sobrang disappointing na hindi ko matanggap on time!",Filipino,negative
"nasira yung package ko dahil sa poor handling, sobrang disappointed!",Filipino,negative
"hindi man lang ako tinawagan ng delivery, naabutan ko na lang na andun na siya sa bahay!",Filipino,negative
"ang taas ng shipping charge tapos ang bagal dumating, nakakainis!",Filipino,negative
delivery was delayed for almost a week and the tracking number was useless!,Filipino,negative
"yung packaging sobrang sira, parang hindi nila inalagaan yung parcel ko!",Filipino,negative
"hindi ko natanggap yung item ko, sabi ko pa naman na ""leave it at the door""!",Filipino,negative
"delivery was super slow, parang di nila pinahahalagahan yung customer!",Filipino,negative
"ang tagal dumating ng order ko, tapos walang clear updates, sobrang frustrating!",Filipino,negative
"hindi ko alam kung nasaan na yung order ko, tracking number is not working!",Filipino,negative
"masyadong matagal dumating yung package ko, hindi ko na nga alam kung kailan makukuha!",Filipino,negative
"nagka-problema sa delivery address, tapos sobrang tagal bago nare-resolve, nakakastress!",Filipino,negative
"nasira yung item ko during delivery, sobrang disappointment!",Filipino,negative
"ang tagal dumating, wala pa akong update, parang hindi nila inaalala yung order ko!",Filipino,negative
"sobrang bagal ng delivery, ang haba ng pila, kaya hindi ko pa rin natanggap ang package ko!",Filipino,negative
"hindi ko alam kung saan na yung package ko, walang update kahit ilang araw na!",Filipino,negative
"hindi ko na alam kung saan na yung order ko, sobrang bagal ng delivery!",Filipino,negative
"napakatagal ng delivery, hindi ko na kayang maghintay ng ganun katagal!",Filipino,negative
hindi man lang ako binigyan ng confirmation na natanggap nila yung order ko!,Filipino,negative
"delivery was too slow, and my parcel got damaged due to poor handling!",Filipino,negative
"napaka-bad experience ko sa delivery service na ito, sobrang tagal dumating!",Filipino,negative
"delivery was super slow and my item got delayed by over a week, very disappointing!",Filipino,negative
"masyadong matagal dumating yung package ko, na-disappoint na ako!",Filipino,negative
"hindi man lang nila in-update ako, tapos dumating na lang bigla yung order ko!",Filipino,negative
"sobrang bagal ng courier, hindi ko pa nakuha after 2 weeks!",Filipino,negative
"hindi ko natanggap yung package ko on time, ang bagal ng delivery!",Filipino,negative
"sobrang tagal ng pag-deliver, parang walang urgency sa courier!",Filipino,negative
"hindi ako tinawagan o in-notify ng courier, dumating na lang siya sa bahay ko!",Filipino,negative
"sobrang dami ng delay, parang hindi pa sila marunong mag-handle ng mga deliveries!",Filipino,negative
"hindi ko na natanggap yung order ko, sobrang bagal dumating!",Filipino,negative
"packaging was horrible, and my item was damaged during delivery!",Filipino,negative
"hindi ko natanggap yung order ko, and wala ring updates kung nasaan na siya!",Filipino,negative
"sobrang bagal dumating ng order ko, hindi ko na natanggap on time!",Filipino,negative
"hindi ko na alam kung anong nangyari sa package ko, wala akong updates!",Filipino,negative
"delivery guy didn't even ring the bell, just left the package at the door!",Filipino,negative
"sobrang delayed na ng order ko, as in walang updates kahit ilang araw na!",Filipino,negative
"hindi ko na matanggap yung item ko, laging delayed, ang frustrating na!",Filipino,negative
"hindi man lang ako tinawagan, dumating na lang yung item ko sa door!",Filipino,negative
"super slow delivery, and there's no one to contact about it!",Filipino,negative
"na-miss ko yung package ko, walang notification na darating pala, sobrang hassle!",Filipino,negative
"delivery was super slow, I had to follow up multiple times before I got my package!",Filipino,negative
"sobrang hassle yung delivery process, hindi smooth yung experience ko!",Filipino,negative
"sobrang bagal ng delivery, hindi ko na alam kung saan na yung order ko!",Filipino,negative
"hindi ko pa natanggap ang package ko, ang bagal ng courier!",Filipino,negative
"nagka-problema sa address ko, tapos ang tagal bago nila na-resolve, nakakainis!",Filipino,negative
"hindi ko natanggap ang package ko on time, tapos hindi pa nila nasabi kung nasaan!",Filipino,negative
"sobrang bagal ng delivery, parang hindi pa nila pinaprioritize yung mga orders!",Filipino,negative
"hindi ko natanggap yung order ko, hindi ko alam kung nasaan na!",Filipino,negative
"sobrang tagal dumating ng order ko, and hindi ko na alam kung kailan makukuha!",Filipino,negative
"ang tagal ng delivery, tapos hindi ko pa nakuha yung order ko!",Filipino,negative
"delivery was a mess, I had to wait so long and they didn't even notify me properly!",Filipino,negative
"hindi ko na natanggap yung package ko, ang tagal dumating!",Filipino,negative
"sobrang bagal ng delivery, hindi ko na alam kung nasaan yung item ko!",Filipino,negative
hindi ko natanggap yung package ko at hindi pa nila nasabi kung anong nangyari!,Filipino,negative
"sobrang hirap mag-contact ng delivery service, kaya hindi ko alam kung nasaan na yung package ko!",Filipino,negative
"hindi ko na matanggap yung order ko, sobrang delayed!",Filipino,negative
"wala na akong balita tungkol sa package ko, hindi pa dumating!",Filipino,negative
"hindi ko pa natanggap yung item ko, sobrang bagal ng delivery!",Filipino,negative
"sobrang tagal dumating nung package ko, hindi ko na alam kung anong nangyari!",Filipino,negative
"ang tagal ng delivery, at hindi ko pa natanggap yung item ko!",Filipino,negative
"delivery was extremely slow, and the item was damaged when it arrived!",Filipino,negative
"hindi ko alam kung nasaan na yung package ko, wala na akong updates!",Filipino,negative
"hindi ko matanggap yung item ko, walang notification kung nasaan na siya!",Filipino,negative
"sobrang tagal ng delivery ko, wala pa ring updates after a week, nakakainis na!",Filipino,negative
"hindi ko pa natanggap yung package ko, ang tagal na, wala ring notification!",Filipino,negative
"ang bagal ng delivery, ilang araw na, hindi pa dumating yung order ko!",Filipino,negative
"walang clear updates yung tracking, parang wala na akong clue kung nasaan na yung order ko!",Filipino,negative
"super late na ng order ko, wala pa ring update kung anong nangyari sa delivery!",Filipino,negative
"ang bagal dumating ng package ko, halos dalawang linggo na, hindi pa rin siya dumating!",Filipino,negative
"delivery service was super slow, walang improvement, laging delayed!",Filipino,negative
"napakabigat ng shipping charge, tapos ang bagal pa ng delivery, sobrang hindi worth it!",Filipino,negative
"walang tawag o message bago dumating yung courier, kaya hindi ko alam kung kailan dadating!",Filipino,negative
"sobrang tagal ng delivery, naka-hold lang siya sa warehouse, hindi ko alam bakit!",Filipino,negative
"ang delivery ko sobrang late, tapos wala ring tracking updates, nakakastress!",Filipino,negative
"hindi ko pa natanggap yung order ko, parang walang sense of urgency sa courier!",Filipino,negative
"super bagal ng delivery, tinitingnan ko pa yung tracking info, wala pa ring progress!",Filipino,negative
"hindi ko natanggap yung order ko on time, tapos wala ring communication!",Filipino,negative
"sobrang tagal na ng order ko, tapos hindi ko pa rin alam kung nasaan na siya!",Filipino,negative
"ang daming delay, wala ni isa man lang explanation, nakakainis!",Filipino,negative
"masyadong matagal dumating yung order ko, kahit anong check ko wala pang update!",Filipino,negative
"delivery was really slow, tapos andami pang complications, hindi pa natanggap ng maayos!",Filipino,negative
"sobrang frustrating yung shipping process, kasi laging delayed!",Filipino,negative
